,ABSNJZH,AREA_ACR,MEANGAM,MEANGBH,MEANGBT,MEANGBZ,MEANJZD,MEANJZH,MEANPOT,MEANSHR,R_VALUE,SAVNCPP,SHRGT45,TOTPOT,TOTUSJH,TOTUSJZ,USFLUX,d_l_f,g_s,slf
0,,,,,,,,,,,,,,,,,,,,
1,350.43078089725407,1168.843347306111,43.93893683187559,52.319008989310014,94.13844703595721,101.39064747327504,0.030449482068678348,0.00012362581328960258,8655.885048590842,36.853930063445624,4.321062440610155,13881044625121.477,30.826504123936846,6.0868633197619e+23,2302.151628552721,42118379769922.26,3.023294113612728e+22,259.9184546106826,43820.62388462619,20.328670999202746
2,350.2504658158141,1168.051040004818,43.94868136661039,52.30010099297645,94.07094139016702,101.30079728747913,0.03375629390821019,0.00013927943971905988,8653.246156575433,36.84056884886834,4.325097774999983,13811774322124.0,30.833020366149327,6.08174665427763e+23,2301.1922895102903,42110546406231.53,3.022366611111652e+22,259.11310659777416,43820.74248053911,20.2238433863275
3,350.5898771237251,1168.1739071377074,43.94783877205708,52.26991896593393,94.03811113795602,101.31299710074896,0.0324295387750665,0.00018115121758879033,8657.685914472086,36.860432032953774,4.324508202443279,13862178580550.857,30.849000045960356,6.080797426743175e+23,2300.533312352258,42075904996025.62,3.021861021186269e+22,260.4297368059222,43913.9778787198,20.37103503701742
4,349.9056472412639,1168.2626826222445,43.92265075921909,52.293014220294,94.09306266570249,101.32079079296233,0.029346385176669012,0.00020070017719932582,8652.362899493848,36.81447340425525,4.324384965208745,13839830397493.371,30.777301126115248,6.08068175133934e+23,2300.875833548809,42124917121932.99,3.0243296499493834e+22,259.2120853761177,44010.33138812655,20.221316452800405
5,350.730751770508,1168.6542575735828,43.91543166506258,52.289707962472825,94.06056916045218,101.245758720231,0.03326920291556406,0.00018349091796968905,8649.305740678365,36.803527616980254,4.323004315476191,13901803171445.754,30.776089422243626,6.079677216227815e+23,2300.7387051546766,42082960815487.13,3.024191333247534e+22,258.9931234059303,43867.69618781442,20.384519029126185
6,349.7433269488607,1169.6806767669507,43.94188568683956,52.32571428571436,94.09854861944767,101.32181128451386,0.035237196899159655,0.00016963742132052793,8658.578582953189,36.82630724951824,4.3187147022485854,13828499588715.486,30.804226248497905,6.082638309402579e+23,2302.847173271069,42133839415402.164,3.0272980387154834e+22,258.8805964696656,44146.32665320328,20.305838041317948
7,349.57480108969503,1170.546451562126,43.92162353223105,52.26787278390037,93.93625107810249,101.06507139434622,0.03291392267561095,0.0001966328688068999,8654.033330138944,36.80504996396813,4.321829311621017,13866338147326.307,30.78108997120931,6.082386485632e+23,2303.202013656617,42195712579801.15,3.0272851105582252e+22,260.1683961820081,43984.60418060571,20.46419089673201
8,348.71283805740654,1171.0734503693104,43.93385324395494,52.294124000957105,94.0220161521896,101.23325436707371,0.0321379550445083,0.00022952360871021744,8658.35100873415,36.81788411327095,4.326138039990122,13834141712526.92,30.785508519760462,6.082626672540487e+23,2303.566135026562,42126910140878.195,3.0270720562814167e+22,259.603084315266,44108.46295384186,20.536288800733157
9,350.2423816925841,1172.148752917359,43.94326124401909,52.348128468899375,94.10696004784697,101.36175693779903,0.03047075496698573,0.0002096611618181819,8675.512622009577,36.83875591836727,4.323891828698001,13893473317392.344,30.810315038295904,6.08987909058851e+23,2307.0113845909095,42186144589473.69,3.030250980114841e+22,259.19829499086825,44338.316534037156,20.255006423167227
10,349.99137318970423,1172.1168310377575,43.92301955174049,52.30559866539554,94.0230638703525,101.26646854146809,0.031176957743565322,0.00017067104239752216,8670.257733555758,36.82515266810243,4.32124325649829,13866630578622.498,30.792885748031505,6.084979516152297e+23,2304.0256642766917,42125116262416.586,3.027467940431359e+22,260.40759371265295,43992.41248577737,20.683290906729003
11,350.2133856679036,1171.597871952605,43.93556758686343,52.288763407090066,94.10983511777292,101.37569640732818,0.031189209177892016,0.000190734918415418,8669.864082798,36.85522308795404,4.323488616891068,13881774552367.357,30.828497776719924,6.082867900742331e+23,2305.2841966079004,42143192858624.79,3.0292728587152018e+22,259.27843206959193,43934.13311675409,20.467603204362458
12,348.5746025629421,1171.2795698108757,43.91518253026335,52.316011387900375,94.05815563463797,101.2976735468563,0.031137624584578867,0.00016806180080664268,8665.941499406877,36.80344963086454,4.329794364126437,13813746627781.732,30.763928567695984,6.079206291025146e+23,2303.5918339359437,42130007862633.45,3.0271519771150657e+22,259.07355339378245,44066.486821408915,20.32103217616579
