,time_start,time_peak,time_end,nar,xray_class,is_coincident
0,2015-03-06 04:14:00,2015-03-06 04:57:00,2015-03-06 05:27:00,12297,M,True
1,2015-03-06 15:04:00,2015-03-06 15:08:00,2015-03-06 15:13:00,12297,C,True
2,2015-03-06 15:48:00,2015-03-06 15:51:00,2015-03-06 15:57:00,12297,C,True
3,2015-03-06 16:00:00,2015-03-06 16:06:00,2015-03-06 16:22:00,12297,C,True
4,2015-03-06 21:06:00,2015-03-06 21:11:00,2015-03-06 21:16:00,12297,C,True
5,2015-03-06 21:28:00,2015-03-06 21:32:00,2015-03-06 21:35:00,12297,C,True
6,2015-03-06 23:36:00,2015-03-06 23:41:00,2015-03-06 23:46:00,12297,C,True
7,2015-03-07 03:58:00,2015-03-07 04:02:00,2015-03-07 04:06:00,12297,C,True
8,2015-03-07 09:35:00,2015-03-07 09:39:00,2015-03-07 09:41:00,12297,C,True
9,2015-03-07 21:45:00,2015-03-07 22:22:00,2015-03-07 22:58:00,12297,M,True
10,2015-03-08 14:38:00,2015-03-08 14:45:00,2015-03-08 14:47:00,12297,C,True
11,2015-03-09 00:03:00,2015-03-09 00:06:00,2015-03-09 00:09:00,12297,C,True
12,2015-03-09 00:12:00,2015-03-09 00:15:00,2015-03-09 00:17:00,12297,C,True
13,2015-03-09 01:07:00,2015-03-09 01:14:00,2015-03-09 01:17:00,12297,C,True
14,2015-03-09 02:35:00,2015-03-09 02:56:00,2015-03-09 03:17:00,12297,C,True
15,2015-03-09 04:41:00,2015-03-09 06:02:00,2015-03-09 06:29:00,12297,C,True
16,2015-03-09 05:43:00,2015-03-09 06:02:00,2015-03-09 06:27:00,12297,C,True
17,2015-03-09 10:02:00,2015-03-09 10:08:00,2015-03-09 10:16:00,12297,C,True
18,2015-03-09 11:13:00,2015-03-09 11:17:00,2015-03-09 11:21:00,12297,C,True
19,2015-03-09 12:25:00,2015-03-09 12:28:00,2015-03-09 12:31:00,12297,B,True
20,2015-03-09 14:22:00,2015-03-09 14:33:00,2015-03-09 14:37:00,12297,M,True
21,2015-03-09 17:36:00,2015-03-09 17:42:00,2015-03-09 17:52:00,12297,C,True
22,2015-03-09 18:48:00,2015-03-09 19:01:00,2015-03-09 19:05:00,12297,B,True
23,2015-03-09 23:00:00,2015-03-09 23:11:00,2015-03-09 23:14:00,12297,C,True
24,2015-03-09 23:29:00,2015-03-09 23:53:00,2015-03-10 00:12:00,12297,M,True
25,2015-03-10 03:19:00,2015-03-10 03:24:00,2015-03-10 03:28:00,12297,M,True
26,2015-03-10 04:08:00,2015-03-10 04:13:00,2015-03-10 04:19:00,12297,C,True
27,2015-03-10 04:21:00,2015-03-10 04:25:00,2015-03-10 04:28:00,12297,C,True
28,2015-03-10 11:51:00,2015-03-10 11:55:00,2015-03-10 11:58:00,12297,B,True
29,2015-03-10 12:41:00,2015-03-10 12:45:00,2015-03-10 12:51:00,12297,B,True
30,2015-03-10 13:05:00,2015-03-10 13:10:00,2015-03-10 13:14:00,12297,C,True
31,2015-03-10 13:45:00,2015-03-10 13:48:00,2015-03-10 13:50:00,12297,B,True
32,2015-03-10 14:57:00,2015-03-10 15:01:00,2015-03-10 15:05:00,12297,C,True
33,2015-03-10 20:38:00,2015-03-10 20:56:00,2015-03-10 21:11:00,12297,C,True
34,2015-03-10 22:14:00,2015-03-10 22:19:00,2015-03-10 22:22:00,12297,C,True
35,2015-03-10 23:00:00,2015-03-10 23:12:00,2015-03-10 23:18:00,12297,C,True
36,2015-03-10 23:19:00,2015-03-10 23:27:00,2015-03-10 23:32:00,12297,C,True
37,2015-03-10 23:46:00,2015-03-11 00:02:00,2015-03-11 00:06:00,12297,M,True
38,2015-03-11 01:16:00,2015-03-11 01:19:00,2015-03-11 01:23:00,12297,C,True
